State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Andhra Pradesh,2001,By Consuming Insecticides,Male,0-14,53,76210.0,0.0006954467917596116
Andhra Pradesh,2001,By Consuming Insecticides,Male,15-29,649,76210.0,0.00851594278966015
Andhra Pradesh,2001,By Consuming Insecticides,Male,30-44,701,76210.0,0.009198267943839392
Andhra Pradesh,2001,By Consuming Insecticides,Male,45-59,657,76210.0,0.00862091589030311
Andhra Pradesh,2001,By Consuming Insecticides,Male,60+,149,76210.0,0.0019551239994751346
Andhra Pradesh,2002,By Consuming Insecticides,Male,0-14,30,77047.1,0.00038937221517746935
Andhra Pradesh,2002,By Consuming Insecticides,Male,15-29,759,77047.1,0.009851117043989974
Andhra Pradesh,2002,By Consuming Insecticides,Male,30-44,900,77047.1,0.01168116645532408
Andhra Pradesh,2002,By Consuming Insecticides,Male,45-59,694,77047.1,0.00900747724443879
Andhra Pradesh,2002,By Consuming Insecticides,Male,60+,138,77047.1,0.001791112189816359
Andhra Pradesh,2003,By Consuming Insecticides,Male,0-14,52,77884.20000000001,0.0006676578818296906
Andhra Pradesh,2003,By Consuming Insecticides,Male,15-29,861,77884.20000000001,0.011054873774141608
Andhra Pradesh,2003,By Consuming Insecticides,Male,30-44,1164,77884.20000000001,0.014945264893264613
Andhra Pradesh,2003,By Consuming Insecticides,Male,45-59,634,77884.20000000001,0.008140290328461997
Andhra Pradesh,2003,By Consuming Insecticides,Male,60+,181,77884.20000000001,0.002323963011753346
Andhra Pradesh,2004,By Consuming Insecticides,Male,0-14,30,78721.30000000002,0.0003810912675476649
Andhra Pradesh,2004,By Consuming Insecticides,Male,15-29,946,78721.30000000002,0.012017077970003034
Andhra Pradesh,2004,By Consuming Insecticides,Male,30-44,1267,78721.30000000002,0.01609475453276305
Andhra Pradesh,2004,By Consuming Insecticides,Male,45-59,822,78721.30000000002,0.010441900730806019
Andhra Pradesh,2004,By Consuming Insecticides,Male,60+,297,78721.30000000002,0.0037728035487218825
Andhra Pradesh,2005,By Consuming Insecticides,Male,0-14,39,79558.40000000002,0.0004902059367709756
Andhra Pradesh,2005,By Consuming Insecticides,Male,15-29,1050,79558.40000000002,0.01319785214383396
Andhra Pradesh,2005,By Consuming Insecticides,Male,30-44,1356,79558.40000000002,0.017044083340037
Andhra Pradesh,2005,By Consuming Insecticides,Male,45-59,934,79558.40000000002,0.01173980371651516
Andhra Pradesh,2005,By Consuming Insecticides,Male,60+,334,79558.40000000002,0.004198173920038612
Andhra Pradesh,2006,By Consuming Insecticides,Male,0-14,36,80395.50000000003,0.0004477862566934715
Andhra Pradesh,2006,By Consuming Insecticides,Male,15-29,1077,80395.50000000003,0.013396272179413022
Andhra Pradesh,2006,By Consuming Insecticides,Male,30-44,1442,80395.50000000003,0.01793632728199961
Andhra Pradesh,2006,By Consuming Insecticides,Male,45-59,858,80395.50000000003,0.01067223911786107
Andhra Pradesh,2006,By Consuming Insecticides,Male,60+,233,80395.50000000003,0.0028981721613771903
Andhra Pradesh,2007,By Consuming Insecticides,Male,0-14,40,81232.60000000003,0.0004924131444764784
Andhra Pradesh,2007,By Consuming Insecticides,Male,15-29,995,81232.60000000003,0.0122487769688524
Andhra Pradesh,2007,By Consuming Insecticides,Male,30-44,1326,81232.60000000003,0.01632349573939526
Andhra Pradesh,2007,By Consuming Insecticides,Male,45-59,885,81232.60000000003,0.010894640821542085
Andhra Pradesh,2007,By Consuming Insecticides,Male,60+,453,81232.60000000003,0.005576578861196118
Andhra Pradesh,2008,By Consuming Insecticides,Male,0-14,31,82069.70000000004,0.0003777277119326619
Andhra Pradesh,2008,By Consuming Insecticides,Male,15-29,1005,82069.70000000004,0.012245688725558878
Andhra Pradesh,2008,By Consuming Insecticides,Male,30-44,1328,82069.70000000004,0.016181367788599195
Andhra Pradesh,2008,By Consuming Insecticides,Male,45-59,815,82069.70000000004,0.009930583394358693
Andhra Pradesh,2008,By Consuming Insecticides,Male,60+,310,82069.70000000004,0.0037772771193266192
Andhra Pradesh,2009,By Consuming Insecticides,Male,0-14,13,82906.80000000005,0.0001568025783168569
Andhra Pradesh,2009,By Consuming Insecticides,Male,15-29,814,82906.80000000005,0.009818253749993964
Andhra Pradesh,2009,By Consuming Insecticides,Male,30-44,1322,82906.80000000005,0.015945616041144986
Andhra Pradesh,2009,By Consuming Insecticides,Male,45-59,862,82906.80000000005,0.010397217116086974
Andhra Pradesh,2009,By Consuming Insecticides,Male,60+,300,82906.80000000005,0.0036185210380813133
Andhra Pradesh,2010,By Consuming Insecticides,Male,0-14,27,83743.90000000005,0.00032241154281087913
Andhra Pradesh,2010,By Consuming Insecticides,Male,15-29,1187,83743.90000000005,0.014174166715426428
Andhra Pradesh,2010,By Consuming Insecticides,Male,30-44,1231,83743.90000000005,0.014699578118525639
Andhra Pradesh,2010,By Consuming Insecticides,Male,45-59,817,83743.90000000005,0.009755934462092159
Andhra Pradesh,2010,By Consuming Insecticides,Male,60+,208,83743.90000000005,0.002483762996468995
Andhra Pradesh,2011,By Consuming Insecticides,Male,0-14,31,84581.00000000006,0.0003665125737458765
Andhra Pradesh,2011,By Consuming Insecticides,Male,15-29,785,84581.00000000006,0.009281044206145582
Andhra Pradesh,2011,By Consuming Insecticides,Male,30-44,1022,84581.00000000006,0.012083091947364058
Andhra Pradesh,2011,By Consuming Insecticides,Male,45-59,700,84581.00000000006,0.008276090374906888
Andhra Pradesh,2011,By Consuming Insecticides,Male,60+,286,84581.00000000006,0.0033813740674619574
Andhra Pradesh,2012,By Consuming Insecticides,Male,0-14,11,85418.10000000006,0.00012877832684173485
Andhra Pradesh,2012,By Consuming Insecticides,Male,15-29,716,85418.10000000006,0.008382298365334741
Andhra Pradesh,2012,By Consuming Insecticides,Male,30-44,953,85418.10000000006,0.011156885952743029
Andhra Pradesh,2012,By Consuming Insecticides,Male,45-59,611,85418.10000000006,0.0071530507000272725
Andhra Pradesh,2012,By Consuming Insecticides,Male,60+,192,85418.10000000006,0.002247767159419372
Assam,2001,By Consuming Insecticides,Male,15-29,15,26656.0,0.0005627250900360144
Assam,2001,By Consuming Insecticides,Male,30-44,1,26656.0,3.751500600240096e-05
Assam,2001,By Consuming Insecticides,Male,45-59,2,26656.0,7.503001200480192e-05
Assam,2002,By Consuming Insecticides,Male,0-14,2,27111.0,7.377079414259895e-05
Assam,2002,By Consuming Insecticides,Male,15-29,18,27111.0,0.0006639371472833905
Assam,2002,By Consuming Insecticides,Male,30-44,17,27111.0,0.000627051750212091
Assam,2002,By Consuming Insecticides,Male,45-59,2,27111.0,7.377079414259895e-05
Assam,2003,By Consuming Insecticides,Male,0-14,3,27566.0,0.00010882971776826526
Assam,2003,By Consuming Insecticides,Male,15-29,19,27566.0,0.0006892548791990133
Assam,2003,By Consuming Insecticides,Male,30-44,11,27566.0,0.0003990422984836393
Assam,2003,By Consuming Insecticides,Male,45-59,1,27566.0,3.627657258942175e-05
Assam,2004,By Consuming Insecticides,Male,15-29,5,28021.0,0.00017843760037115021
Assam,2004,By Consuming Insecticides,Male,30-44,2,28021.0,7.137504014846008e-05
Assam,2004,By Consuming Insecticides,Male,45-59,1,28021.0,3.568752007423004e-05
Assam,2004,By Consuming Insecticides,Male,60+,1,28021.0,3.568752007423004e-05
Assam,2005,By Consuming Insecticides,Male,15-29,1,28476.0,3.5117291754459895e-05
Assam,2005,By Consuming Insecticides,Male,30-44,1,28476.0,3.5117291754459895e-05
Assam,2006,By Consuming Insecticides,Male,15-29,5,28931.0,0.00017282499740762505
Assam,2006,By Consuming Insecticides,Male,30-44,6,28931.0,0.00020738999688915005
Assam,2006,By Consuming Insecticides,Male,45-59,1,28931.0,3.4564999481525006e-05
Assam,2007,By Consuming Insecticides,Male,0-14,1,29386.0,3.402981011365957e-05
Assam,2007,By Consuming Insecticides,Male,15-29,12,29386.0,0.00040835772136391476
Assam,2007,By Consuming Insecticides,Male,30-44,15,29386.0,0.0005104471517048935
Assam,2007,By Consuming Insecticides,Male,45-59,6,29386.0,0.00020417886068195738
Assam,2007,By Consuming Insecticides,Male,60+,1,29386.0,3.402981011365957e-05
Assam,2008,By Consuming Insecticides,Male,15-29,19,29841.0,0.0006367078851244932
Assam,2008,By Consuming Insecticides,Male,30-44,16,29841.0,0.0005361750611574679
Assam,2008,By Consuming Insecticides,Male,45-59,2,29841.0,6.702188264468349e-05
Assam,2009,By Consuming Insecticides,Male,0-14,1,30296.0,3.300765777660417e-05
Assam,2009,By Consuming Insecticides,Male,15-29,9,30296.0,0.00029706891998943755
Assam,2009,By Consuming Insecticides,Male,30-44,9,30296.0,0.00029706891998943755
Assam,2009,By Consuming Insecticides,Male,45-59,2,30296.0,6.601531555320834e-05
Assam,2009,By Consuming Insecticides,Male,60+,1,30296.0,3.300765777660417e-05
Assam,2010,By Consuming Insecticides,Male,15-29,9,30751.0,0.00029267340899482945
Assam,2010,By Consuming Insecticides,Male,30-44,3,30751.0,9.755780299827648e-05
Assam,2010,By Consuming Insecticides,Male,45-59,6,30751.0,0.00019511560599655295
Assam,2011,By Consuming Insecticides,Male,0-14,1,31206.0,3.204511952829584e-05
Assam,2011,By Consuming Insecticides,Male,15-29,9,31206.0,0.0002884060757546626
Assam,2011,By Consuming Insecticides,Male,30-44,11,31206.0,0.00035249631481125426
Assam,2011,By Consuming Insecticides,Male,45-59,2,31206.0,6.409023905659168e-05
Assam,2012,By Consuming Insecticides,Male,15-29,9,31661.0,0.00028426139414421527
Assam,2012,By Consuming Insecticides,Male,30-44,10,31661.0,0.00031584599349357255
Assam,2012,By Consuming Insecticides,Male,45-59,2,31661.0,6.316919869871451e-05
Gujarat,2001,By Consuming Insecticides,Male,0-14,11,50671.0,0.0002170866965325334
Gujarat,2001,By Consuming Insecticides,Male,15-29,282,50671.0,0.005565313492924947
Gujarat,2001,By Consuming Insecticides,Male,30-44,197,50671.0,0.003887825383355371
Gujarat,2001,By Consuming Insecticides,Male,45-59,101,50671.0,0.001993250577253261
Gujarat,2001,By Consuming Insecticides,Male,60+,22,50671.0,0.0004341733930650668
Gujarat,2002,By Consuming Insecticides,Male,0-14,7,51647.9,0.00013553310008732205
Gujarat,2002,By Consuming Insecticides,Male,15-29,241,51647.9,0.004666211017292087
Gujarat,2002,By Consuming Insecticides,Male,30-44,229,51647.9,0.004433868559999535
Gujarat,2002,By Consuming Insecticides,Male,45-59,122,51647.9,0.002362148315807613
Gujarat,2002,By Consuming Insecticides,Male,60+,31,51647.9,0.0006002180146724262
Gujarat,2003,By Consuming Insecticides,Male,0-14,3,52624.8,5.700734254571988e-05
Gujarat,2003,By Consuming Insecticides,Male,15-29,259,52624.8,0.00492163390644715
Gujarat,2003,By Consuming Insecticides,Male,30-44,217,52624.8,0.004123531110807072
Gujarat,2003,By Consuming Insecticides,Male,45-59,131,52624.8,0.002489320624496435
Gujarat,2003,By Consuming Insecticides,Male,60+,36,52624.8,0.0006840881105486386
Gujarat,2004,By Consuming Insecticides,Male,0-14,3,53601.700000000004,5.596837413738743e-05
Gujarat,2004,By Consuming Insecticides,Male,15-29,252,53601.700000000004,0.004701343427540544
Gujarat,2004,By Consuming Insecticides,Male,30-44,224,53601.700000000004,0.004178971935591595
Gujarat,2004,By Consuming Insecticides,Male,45-59,151,53601.700000000004,0.002817074831581834
Gujarat,2004,By Consuming Insecticides,Male,60+,57,53601.700000000004,0.0010633991086103612
Gujarat,2005,By Consuming Insecticides,Male,0-14,6,54578.600000000006,0.00010993319726046471
Gujarat,2005,By Consuming Insecticides,Male,15-29,192,54578.600000000006,0.0035178623123348707
Gujarat,2005,By Consuming Insecticides,Male,30-44,174,54578.600000000006,0.0031880627205534764
Gujarat,2005,By Consuming Insecticides,Male,45-59,117,54578.600000000006,0.002143697346579062
Gujarat,2005,By Consuming Insecticides,Male,60+,39,54578.600000000006,0.0007145657821930207
Gujarat,2006,By Consuming Insecticides,Male,0-14,9,55555.50000000001,0.000162000162000162
Gujarat,2006,By Consuming Insecticides,Male,15-29,244,55555.50000000001,0.004392004392004391
Gujarat,2006,By Consuming Insecticides,Male,30-44,297,55555.50000000001,0.005346005346005345
Gujarat,2006,By Consuming Insecticides,Male,45-59,179,55555.50000000001,0.0032220032220032216
Gujarat,2006,By Consuming Insecticides,Male,60+,64,55555.50000000001,0.0011520011520011518
Gujarat,2007,By Consuming Insecticides,Male,0-14,8,56532.40000000001,0.00014151177024148982
Gujarat,2007,By Consuming Insecticides,Male,15-29,280,56532.40000000001,0.004952911958452143
Gujarat,2007,By Consuming Insecticides,Male,30-44,296,56532.40000000001,0.005235935498935123
Gujarat,2007,By Consuming Insecticides,Male,45-59,181,56532.40000000001,0.003201703801713707
Gujarat,2007,By Consuming Insecticides,Male,60+,80,56532.40000000001,0.0014151177024148982
Gujarat,2008,By Consuming Insecticides,Male,0-14,5,57509.30000000001,8.694245974129401e-05
Gujarat,2008,By Consuming Insecticides,Male,15-29,310,57509.30000000001,0.005390432503960228
Gujarat,2008,By Consuming Insecticides,Male,30-44,362,57509.30000000001,0.006294634085269686
Gujarat,2008,By Consuming Insecticides,Male,45-59,190,57509.30000000001,0.003303813470169172
Gujarat,2008,By Consuming Insecticides,Male,60+,62,57509.30000000001,0.0010780865007920457
Gujarat,2009,By Consuming Insecticides,Male,0-14,5,58486.20000000001,8.549025240142117e-05
Gujarat,2009,By Consuming Insecticides,Male,15-29,295,58486.20000000001,0.005043924891683849
Gujarat,2009,By Consuming Insecticides,Male,30-44,323,58486.20000000001,0.005522670305131808
Gujarat,2009,By Consuming Insecticides,Male,45-59,157,58486.20000000001,0.0026843939254046247
Gujarat,2009,By Consuming Insecticides,Male,60+,73,58486.20000000001,0.0012481576850607492
Gujarat,2010,By Consuming Insecticides,Male,0-14,8,59463.10000000001,0.00013453721719856513
Gujarat,2010,By Consuming Insecticides,Male,15-29,372,59463.10000000001,0.006255980599733278
Gujarat,2010,By Consuming Insecticides,Male,30-44,376,59463.10000000001,0.006323249208332561
Gujarat,2010,By Consuming Insecticides,Male,45-59,196,59463.10000000001,0.0032961618213648456
Gujarat,2010,By Consuming Insecticides,Male,60+,79,59463.10000000001,0.0013285550198358306
Gujarat,2011,By Consuming Insecticides,Male,0-14,7,60440.000000000015,0.00011581733951025808
Gujarat,2011,By Consuming Insecticides,Male,15-29,389,60440.000000000015,0.006436135009927199
Gujarat,2011,By Consuming Insecticides,Male,30-44,370,60440.000000000015,0.006121773659827927
Gujarat,2011,By Consuming Insecticides,Male,45-59,221,60440.000000000015,0.0036565188616810053
Gujarat,2011,By Consuming Insecticides,Male,60+,80,60440.000000000015,0.0013236267372600924
Gujarat,2012,By Consuming Insecticides,Male,0-14,8,61416.900000000016,0.00013025730702787014
Gujarat,2012,By Consuming Insecticides,Male,15-29,433,61416.900000000016,0.007050176742883472
Gujarat,2012,By Consuming Insecticides,Male,30-44,472,61416.900000000016,0.007685181114644338
Gujarat,2012,By Consuming Insecticides,Male,45-59,278,61416.900000000016,0.004526441419218487
Gujarat,2012,By Consuming Insecticides,Male,60+,94,61416.900000000016,0.0015305233575774741
Haryana,2001,By Consuming Insecticides,Male,0-14,8,21145.0,0.0003783400331047529
Haryana,2001,By Consuming Insecticides,Male,15-29,93,21145.0,0.004398202884842752
Haryana,2001,By Consuming Insecticides,Male,30-44,64,21145.0,0.003026720264838023
Haryana,2001,By Consuming Insecticides,Male,45-59,27,21145.0,0.001276897611728541
Haryana,2001,By Consuming Insecticides,Male,60+,15,21145.0,0.0007093875620714117
Haryana,2002,By Consuming Insecticides,Male,0-14,4,21565.6,0.00018548058018325484
Haryana,2002,By Consuming Insecticides,Male,15-29,71,21565.6,0.003292280298252773
Haryana,2002,By Consuming Insecticides,Male,30-44,41,21565.6,0.001901175946878362
Haryana,2002,By Consuming Insecticides,Male,45-59,18,21565.6,0.0008346626108246467
Haryana,2002,By Consuming Insecticides,Male,60+,11,21565.6,0.0005100715955039508
Haryana,2003,By Consuming Insecticides,Male,0-14,3,21986.199999999997,0.00013644922724254305
Haryana,2003,By Consuming Insecticides,Male,15-29,123,21986.199999999997,0.005594418316944265
Haryana,2003,By Consuming Insecticides,Male,30-44,126,21986.199999999997,0.005730867544186809
Haryana,2003,By Consuming Insecticides,Male,45-59,49,21986.199999999997,0.0022286707116282033
Haryana,2003,By Consuming Insecticides,Male,60+,13,21986.199999999997,0.0005912799847176866
Haryana,2004,By Consuming Insecticides,Male,0-14,3,22406.799999999996,0.00013388792687934022
Haryana,2004,By Consuming Insecticides,Male,15-29,81,22406.799999999996,0.003614974025742186
Haryana,2004,By Consuming Insecticides,Male,30-44,93,22406.799999999996,0.004150525733259547
Haryana,2004,By Consuming Insecticides,Male,45-59,30,22406.799999999996,0.0013388792687934023
Haryana,2004,By Consuming Insecticides,Male,60+,12,22406.799999999996,0.0005355517075173609
Haryana,2005,By Consuming Insecticides,Male,0-14,1,22827.399999999994,4.380700386377775e-05
Haryana,2005,By Consuming Insecticides,Male,15-29,40,22827.399999999994,0.0017522801545511101
Haryana,2005,By Consuming Insecticides,Male,30-44,39,22827.399999999994,0.0017084731506873323
Haryana,2005,By Consuming Insecticides,Male,45-59,11,22827.399999999994,0.00048187704250155525
Haryana,2005,By Consuming Insecticides,Male,60+,3,22827.399999999994,0.00013142101159133325
Haryana,2006,By Consuming Insecticides,Male,0-14,2,23247.999999999993,8.602890571231936e-05
Haryana,2006,By Consuming Insecticides,Male,15-29,83,23247.999999999993,0.003570199587061254
Haryana,2006,By Consuming Insecticides,Male,30-44,81,23247.999999999993,0.0034841706813489343
Haryana,2006,By Consuming Insecticides,Male,45-59,30,23247.999999999993,0.0012904335856847905
Haryana,2006,By Consuming Insecticides,Male,60+,5,23247.999999999993,0.0002150722642807984
Haryana,2007,By Consuming Insecticides,Male,0-14,5,23668.59999999999,0.0002112503485630752
Haryana,2007,By Consuming Insecticides,Male,15-29,85,23668.59999999999,0.0035912559255722783
Haryana,2007,By Consuming Insecticides,Male,30-44,128,23668.59999999999,0.005408008923214725
Haryana,2007,By Consuming Insecticides,Male,45-59,52,23668.59999999999,0.002197003625055982
Haryana,2007,By Consuming Insecticides,Male,60+,17,23668.59999999999,0.0007182511851144557
Haryana,2008,By Consuming Insecticides,Male,15-29,65,24089.19999999999,0.002698304634441992
Haryana,2008,By Consuming Insecticides,Male,30-44,57,24089.19999999999,0.0023662056025106695
Haryana,2008,By Consuming Insecticides,Male,45-59,28,24089.19999999999,0.0011623466117596272
Haryana,2008,By Consuming Insecticides,Male,60+,4,24089.19999999999,0.00016604951596566102
Haryana,2009,By Consuming Insecticides,Male,0-14,1,24509.79999999999,4.080000652800106e-05
Haryana,2009,By Consuming Insecticides,Male,15-29,61,24509.79999999999,0.002488800398208065
Haryana,2009,By Consuming Insecticides,Male,30-44,64,24509.79999999999,0.002611200417792068
Haryana,2009,By Consuming Insecticides,Male,45-59,27,24509.79999999999,0.0011016001762560288
Haryana,2009,By Consuming Insecticides,Male,60+,4,24509.79999999999,0.00016320002611200425
Haryana,2010,By Consuming Insecticides,Male,0-14,1,24930.399999999987,4.0111670891762686e-05
Haryana,2010,By Consuming Insecticides,Male,15-29,81,24930.399999999987,0.0032490453422327776
Haryana,2010,By Consuming Insecticides,Male,30-44,80,24930.399999999987,0.003208933671341015
Haryana,2010,By Consuming Insecticides,Male,45-59,57,24930.399999999987,0.002286365240830473
Haryana,2010,By Consuming Insecticides,Male,60+,9,24930.399999999987,0.0003610050380258642
Haryana,2011,By Consuming Insecticides,Male,15-29,88,25350.999999999985,0.0034712634610074575
Haryana,2011,By Consuming Insecticides,Male,30-44,78,25350.999999999985,0.0030768017040747916
Haryana,2011,By Consuming Insecticides,Male,45-59,35,25350.999999999985,0.0013806161492643297
Haryana,2011,By Consuming Insecticides,Male,60+,4,25350.999999999985,0.00015778470277306626
Haryana,2012,By Consuming Insecticides,Male,15-29,80,25771.599999999984,0.003104192211581743
Haryana,2012,By Consuming Insecticides,Male,30-44,81,25771.599999999984,0.003142994614226515
Haryana,2012,By Consuming Insecticides,Male,45-59,35,25771.599999999984,0.0013580840925670125
Haryana,2012,By Consuming Insecticides,Male,60+,7,25771.599999999984,0.00027161681851340253
Karnataka,2001,By Consuming Insecticides,Male,0-14,9,52851.0,0.00017029006073678832
Karnataka,2001,By Consuming Insecticides,Male,15-29,297,52851.0,0.005619572004314015
Karnataka,2001,By Consuming Insecticides,Male,30-44,354,52851.0,0.0066980757223136745
Karnataka,2001,By Consuming Insecticides,Male,45-59,237,52851.0,0.004484304932735426
Karnataka,2001,By Consuming Insecticides,Male,60+,102,52851.0,0.001929954021683601
Karnataka,2002,By Consuming Insecticides,Male,0-14,10,53675.4,0.00018630508575623097
Karnataka,2002,By Consuming Insecticides,Male,15-29,244,53675.4,0.004545844092452036
Karnataka,2002,By Consuming Insecticides,Male,30-44,368,53675.4,0.0068560271558293
Karnataka,2002,By Consuming Insecticides,Male,45-59,211,53675.4,0.0039310373094564735
Karnataka,2002,By Consuming Insecticides,Male,60+,121,53675.4,0.0022542915376503945
Karnataka,2003,By Consuming Insecticides,Male,0-14,10,54499.8,0.0001834869118785757
Karnataka,2003,By Consuming Insecticides,Male,15-29,434,54499.8,0.007963331975530185
