State,Year,Type,Gender,Age_group,Total,Total Population,totalPerCapita
Rajasthan,2002,By Consuming Insecticides,Male,60+,22,57711.1,0.00038120916080268787
Rajasthan,2003,By Consuming Insecticides,Male,0-14,7,58915.2,0.00011881483895497258
Rajasthan,2003,By Consuming Insecticides,Male,15-29,194,58915.2,0.0032928683938949544
Rajasthan,2003,By Consuming Insecticides,Male,30-44,171,58915.2,0.0029024767801857586
Rajasthan,2003,By Consuming Insecticides,Male,45-59,100,58915.2,0.001697354842213894
Rajasthan,2003,By Consuming Insecticides,Male,60+,27,58915.2,0.00045828580739775137
Rajasthan,2004,By Consuming Insecticides,Male,0-14,18,60119.299999999996,0.0002994046836872685
Rajasthan,2004,By Consuming Insecticides,Male,15-29,216,60119.299999999996,0.003592856204247222
Rajasthan,2004,By Consuming Insecticides,Male,30-44,142,60119.299999999996,0.002361970282421785
Rajasthan,2004,By Consuming Insecticides,Male,45-59,65,60119.299999999996,0.001081183579981803
Rajasthan,2004,By Consuming Insecticides,Male,60+,16,60119.299999999996,0.00026613749661090534
Rajasthan,2005,By Consuming Insecticides,Male,0-14,28,61323.399999999994,0.0004565956877798687
Rajasthan,2005,By Consuming Insecticides,Male,15-29,224,61323.399999999994,0.0036527655022389497
Rajasthan,2005,By Consuming Insecticides,Male,30-44,133,61323.399999999994,0.0021688295169543766
Rajasthan,2005,By Consuming Insecticides,Male,45-59,66,61323.399999999994,0.0010762612640525476
Rajasthan,2005,By Consuming Insecticides,Male,60+,9,61323.399999999994,0.00014676289964352923
Rajasthan,2006,By Consuming Insecticides,Male,0-14,12,62527.49999999999,0.0001919155571548519
Rajasthan,2006,By Consuming Insecticides,Male,15-29,202,62527.49999999999,0.003230578545440007
Rajasthan,2006,By Consuming Insecticides,Male,30-44,247,62527.49999999999,0.003950261884770701
Rajasthan,2006,By Consuming Insecticides,Male,45-59,106,62527.49999999999,0.0016952540882011918
Rajasthan,2006,By Consuming Insecticides,Male,60+,15,62527.49999999999,0.00023989444644356486
Rajasthan,2007,By Consuming Insecticides,Male,0-14,9,63731.59999999999,0.00014121722975729466
Rajasthan,2007,By Consuming Insecticides,Male,15-29,187,63731.59999999999,0.002934180218290456
Rajasthan,2007,By Consuming Insecticides,Male,30-44,251,63731.59999999999,0.003938391629897885
Rajasthan,2007,By Consuming Insecticides,Male,45-59,172,63731.59999999999,0.002698818168694965
Rajasthan,2007,By Consuming Insecticides,Male,60+,17,63731.59999999999,0.0002667436562082233
Rajasthan,2008,By Consuming Insecticides,Male,0-14,8,64935.69999999999,0.0001231987951157838
Rajasthan,2008,By Consuming Insecticides,Male,15-29,170,64935.69999999999,0.0026179743962104055
Rajasthan,2008,By Consuming Insecticides,Male,30-44,161,64935.69999999999,0.002479375751705149
Rajasthan,2008,By Consuming Insecticides,Male,45-59,94,64935.69999999999,0.0014475858426104594
Rajasthan,2008,By Consuming Insecticides,Male,60+,11,64935.69999999999,0.0001693983432842027
Rajasthan,2009,By Consuming Insecticides,Male,0-14,8,66139.79999999999,0.00012095591459302872
Rajasthan,2009,By Consuming Insecticides,Male,15-29,196,66139.79999999999,0.002963419907529204
Rajasthan,2009,By Consuming Insecticides,Male,30-44,206,66139.79999999999,0.0031146148007704898
Rajasthan,2009,By Consuming Insecticides,Male,45-59,71,66139.79999999999,0.00107348374201313
Rajasthan,2009,By Consuming Insecticides,Male,60+,17,66139.79999999999,0.00025703131851018607
Rajasthan,2010,By Consuming Insecticides,Male,0-14,4,67343.9,5.93966194414045e-05
Rajasthan,2010,By Consuming Insecticides,Male,15-29,172,67343.9,0.0025540546359803934
Rajasthan,2010,By Consuming Insecticides,Male,30-44,161,67343.9,0.002390713932516531
Rajasthan,2010,By Consuming Insecticides,Male,45-59,84,67343.9,0.0012473290082694944
Rajasthan,2010,By Consuming Insecticides,Male,60+,16,67343.9,0.000237586477765618
Rajasthan,2011,By Consuming Insecticides,Male,0-14,5,68548.0,7.294158837602847e-05
Rajasthan,2011,By Consuming Insecticides,Male,15-29,130,68548.0,0.0018964812977767403
Rajasthan,2011,By Consuming Insecticides,Male,30-44,114,68548.0,0.0016630682149734492
Rajasthan,2011,By Consuming Insecticides,Male,45-59,61,68548.0,0.0008898873781875474
Rajasthan,2011,By Consuming Insecticides,Male,60+,8,68548.0,0.00011670654140164556
Rajasthan,2012,By Consuming Insecticides,Male,0-14,8,69752.1,0.00011469188741270871
Rajasthan,2012,By Consuming Insecticides,Male,15-29,102,69752.1,0.001462321564512036
Rajasthan,2012,By Consuming Insecticides,Male,30-44,123,69752.1,0.0017633877689703964
Rajasthan,2012,By Consuming Insecticides,Male,45-59,98,69752.1,0.0014049756208056817
Rajasthan,2012,By Consuming Insecticides,Male,60+,10,69752.1,0.0001433648592658859
Tamil Nadu,2001,By Consuming Insecticides,Male,0-14,17,62406.0,0.00027240970419510944
Tamil Nadu,2001,By Consuming Insecticides,Male,15-29,395,62406.0,0.0063295195974746015
Tamil Nadu,2001,By Consuming Insecticides,Male,30-44,400,62406.0,0.0064096400987084575
Tamil Nadu,2001,By Consuming Insecticides,Male,45-59,225,62406.0,0.0036054225555235075
Tamil Nadu,2001,By Consuming Insecticides,Male,60+,87,62406.0,0.0013940967214690896
Tamil Nadu,2002,By Consuming Insecticides,Male,0-14,8,63380.1,0.00012622258406029654
Tamil Nadu,2002,By Consuming Insecticides,Male,15-29,284,63380.1,0.004480901734140527
Tamil Nadu,2002,By Consuming Insecticides,Male,30-44,283,63380.1,0.00446512391113299
Tamil Nadu,2002,By Consuming Insecticides,Male,45-59,169,63380.1,0.0026664520882737643
Tamil Nadu,2002,By Consuming Insecticides,Male,60+,56,63380.1,0.0008835580884220758
Tamil Nadu,2003,By Consuming Insecticides,Male,0-14,13,64354.2,0.0002020070174130049
Tamil Nadu,2003,By Consuming Insecticides,Male,15-29,335,64354.2,0.005205565448719742
Tamil Nadu,2003,By Consuming Insecticides,Male,30-44,396,64354.2,0.006153444530426919
Tamil Nadu,2003,By Consuming Insecticides,Male,45-59,215,64354.2,0.0033408852879843118
Tamil Nadu,2003,By Consuming Insecticides,Male,60+,128,64354.2,0.001988992171451125
Tamil Nadu,2004,By Consuming Insecticides,Male,0-14,13,65328.299999999996,0.00019899492256801417
Tamil Nadu,2004,By Consuming Insecticides,Male,15-29,350,65328.299999999996,0.005357555607600381
Tamil Nadu,2004,By Consuming Insecticides,Male,30-44,438,65328.299999999996,0.006704598160368478
Tamil Nadu,2004,By Consuming Insecticides,Male,45-59,376,65328.299999999996,0.00575554545273641
Tamil Nadu,2004,By Consuming Insecticides,Male,60+,68,65328.299999999996,0.0010408965180480742
Tamil Nadu,2005,By Consuming Insecticides,Male,0-14,10,66302.4,0.00015082410289823597
Tamil Nadu,2005,By Consuming Insecticides,Male,15-29,340,66302.4,0.005128019498540023
Tamil Nadu,2005,By Consuming Insecticides,Male,30-44,418,66302.4,0.006304447501146264
Tamil Nadu,2005,By Consuming Insecticides,Male,45-59,306,66302.4,0.004615217548686021
Tamil Nadu,2005,By Consuming Insecticides,Male,60+,58,66302.4,0.0008747797968097687
Tamil Nadu,2006,By Consuming Insecticides,Male,0-14,10,67276.5,0.000148640312739218
Tamil Nadu,2006,By Consuming Insecticides,Male,15-29,272,67276.5,0.00404301650650673
Tamil Nadu,2006,By Consuming Insecticides,Male,30-44,369,67276.5,0.005484827540077145
Tamil Nadu,2006,By Consuming Insecticides,Male,45-59,203,67276.5,0.0030173983486061254
Tamil Nadu,2006,By Consuming Insecticides,Male,60+,106,67276.5,0.0015755873150357109
Tamil Nadu,2007,By Consuming Insecticides,Male,0-14,11,68250.6,0.0001611707442864971
Tamil Nadu,2007,By Consuming Insecticides,Male,15-29,315,68250.6,0.004615344040931508
Tamil Nadu,2007,By Consuming Insecticides,Male,30-44,427,68250.6,0.006256355255484933
Tamil Nadu,2007,By Consuming Insecticides,Male,45-59,235,68250.6,0.003443193173393347
Tamil Nadu,2007,By Consuming Insecticides,Male,60+,123,68250.6,0.001802181958839922
Tamil Nadu,2008,By Consuming Insecticides,Male,0-14,7,69224.70000000001,0.00010111997596233713
Tamil Nadu,2008,By Consuming Insecticides,Male,15-29,335,69224.70000000001,0.00483931313534042
Tamil Nadu,2008,By Consuming Insecticides,Male,30-44,435,69224.70000000001,0.006283884220516664
Tamil Nadu,2008,By Consuming Insecticides,Male,45-59,327,69224.70000000001,0.00472374744852632
Tamil Nadu,2008,By Consuming Insecticides,Male,60+,123,69224.70000000001,0.001776822434766781
Tamil Nadu,2009,By Consuming Insecticides,Male,0-14,17,70198.80000000002,0.00024216938181279447
Tamil Nadu,2009,By Consuming Insecticides,Male,15-29,753,70198.80000000002,0.010726679088531425
Tamil Nadu,2009,By Consuming Insecticides,Male,30-44,1027,70198.80000000002,0.014629879713043524
Tamil Nadu,2009,By Consuming Insecticides,Male,45-59,787,70198.80000000002,0.011211017852157014
Tamil Nadu,2009,By Consuming Insecticides,Male,60+,357,70198.80000000002,0.005085557018068684
Tamil Nadu,2010,By Consuming Insecticides,Male,0-14,26,71172.90000000002,0.0003653075819588634
Tamil Nadu,2010,By Consuming Insecticides,Male,15-29,386,71172.90000000002,0.005423412562927742
Tamil Nadu,2010,By Consuming Insecticides,Male,30-44,575,71172.90000000002,0.008078917677936403
Tamil Nadu,2010,By Consuming Insecticides,Male,45-59,582,71172.90000000002,0.00817726971923302
Tamil Nadu,2010,By Consuming Insecticides,Male,60+,146,71172.90000000002,0.002051342575615156
Tamil Nadu,2011,By Consuming Insecticides,Male,0-14,16,72147.00000000003,0.00022176944294288042
Tamil Nadu,2011,By Consuming Insecticides,Male,15-29,282,72147.00000000003,0.0039086864318682675
Tamil Nadu,2011,By Consuming Insecticides,Male,30-44,325,72147.00000000003,0.004504691809777258
Tamil Nadu,2011,By Consuming Insecticides,Male,45-59,242,72147.00000000003,0.0033542628245110664
Tamil Nadu,2011,By Consuming Insecticides,Male,60+,152,72147.00000000003,0.002106809707957364
Tamil Nadu,2012,By Consuming Insecticides,Male,0-14,9,73121.10000000003,0.00012308348752959126
Tamil Nadu,2012,By Consuming Insecticides,Male,15-29,295,73121.10000000003,0.004034403202358825
Tamil Nadu,2012,By Consuming Insecticides,Male,30-44,423,73121.10000000003,0.005784923913890789
Tamil Nadu,2012,By Consuming Insecticides,Male,45-59,360,73121.10000000003,0.004923339501183651
Tamil Nadu,2012,By Consuming Insecticides,Male,60+,191,73121.10000000003,0.0026121051242391034
Uttar Pradesh,2001,By Consuming Insecticides,Male,0-14,19,166198.0,0.00011432147197920552
Uttar Pradesh,2001,By Consuming Insecticides,Male,15-29,146,166198.0,0.0008784702583665266
Uttar Pradesh,2001,By Consuming Insecticides,Male,30-44,65,166198.0,0.00039109977256043994
Uttar Pradesh,2001,By Consuming Insecticides,Male,45-59,76,166198.0,0.0004572858879168221
Uttar Pradesh,2001,By Consuming Insecticides,Male,60+,33,166198.0,0.00019855834606914645
Uttar Pradesh,2002,By Consuming Insecticides,Male,0-14,9,169559.4,5.307874408614326e-05
Uttar Pradesh,2002,By Consuming Insecticides,Male,15-29,117,169559.4,0.0006900236731198625
Uttar Pradesh,2002,By Consuming Insecticides,Male,30-44,116,169559.4,0.0006841260348880687
Uttar Pradesh,2002,By Consuming Insecticides,Male,45-59,76,169559.4,0.0004482205056163209
Uttar Pradesh,2002,By Consuming Insecticides,Male,60+,37,169559.4,0.00021821261457636676
Uttar Pradesh,2003,By Consuming Insecticides,Male,0-14,5,172920.8,2.8914971478272137e-05
Uttar Pradesh,2003,By Consuming Insecticides,Male,15-29,121,172920.8,0.0006997423097741857
Uttar Pradesh,2003,By Consuming Insecticides,Male,30-44,91,172920.8,0.0005262524809045529
Uttar Pradesh,2003,By Consuming Insecticides,Male,45-59,76,172920.8,0.00043950756646973647
Uttar Pradesh,2003,By Consuming Insecticides,Male,60+,20,172920.8,0.00011565988591308855
Uttar Pradesh,2004,By Consuming Insecticides,Male,0-14,15,176282.19999999998,8.509083730518454e-05
Uttar Pradesh,2004,By Consuming Insecticides,Male,15-29,106,176282.19999999998,0.000601308583623304
Uttar Pradesh,2004,By Consuming Insecticides,Male,30-44,106,176282.19999999998,0.000601308583623304
Uttar Pradesh,2004,By Consuming Insecticides,Male,45-59,31,176282.19999999998,0.00017585439709738137
Uttar Pradesh,2004,By Consuming Insecticides,Male,60+,10,176282.19999999998,5.6727224870123025e-05
Uttar Pradesh,2005,By Consuming Insecticides,Male,0-14,3,179643.59999999998,1.6699732136296535e-05
Uttar Pradesh,2005,By Consuming Insecticides,Male,15-29,61,179643.59999999998,0.00033956122010469624
Uttar Pradesh,2005,By Consuming Insecticides,Male,30-44,50,179643.59999999998,0.0002783288689382756
Uttar Pradesh,2005,By Consuming Insecticides,Male,45-59,23,179643.59999999998,0.00012803127971160676
Uttar Pradesh,2005,By Consuming Insecticides,Male,60+,17,179643.59999999998,9.46318154390137e-05
Uttar Pradesh,2006,By Consuming Insecticides,Male,0-14,15,183004.99999999997,8.196497363460017e-05
Uttar Pradesh,2006,By Consuming Insecticides,Male,15-29,82,183004.99999999997,0.00044807518920248087
Uttar Pradesh,2006,By Consuming Insecticides,Male,30-44,84,183004.99999999997,0.0004590038523537609
Uttar Pradesh,2006,By Consuming Insecticides,Male,45-59,28,183004.99999999997,0.0001530012841179203
Uttar Pradesh,2006,By Consuming Insecticides,Male,60+,16,183004.99999999997,8.742930521024017e-05
Uttar Pradesh,2007,By Consuming Insecticides,Male,0-14,6,186366.39999999997,3.2194644528198225e-05
Uttar Pradesh,2007,By Consuming Insecticides,Male,15-29,83,186366.39999999997,0.00044535924930674207
Uttar Pradesh,2007,By Consuming Insecticides,Male,30-44,83,186366.39999999997,0.00044535924930674207
Uttar Pradesh,2007,By Consuming Insecticides,Male,45-59,48,186366.39999999997,0.0002575571562255858
Uttar Pradesh,2007,By Consuming Insecticides,Male,60+,16,186366.39999999997,8.58523854085286e-05
Uttar Pradesh,2008,By Consuming Insecticides,Male,0-14,13,189727.79999999996,6.851921542335916e-05
Uttar Pradesh,2008,By Consuming Insecticides,Male,15-29,122,189727.79999999996,0.0006430264832038322
Uttar Pradesh,2008,By Consuming Insecticides,Male,30-44,113,189727.79999999996,0.0005955901032953527
Uttar Pradesh,2008,By Consuming Insecticides,Male,45-59,59,189727.79999999996,0.0003109718238444762
Uttar Pradesh,2008,By Consuming Insecticides,Male,60+,19,189727.79999999996,0.00010014346869567878
Uttar Pradesh,2009,By Consuming Insecticides,Male,0-14,9,193089.19999999995,4.6610582052232864e-05
Uttar Pradesh,2009,By Consuming Insecticides,Male,15-29,111,193089.19999999995,0.000574863845310872
Uttar Pradesh,2009,By Consuming Insecticides,Male,30-44,114,193089.19999999995,0.0005904007059949496
Uttar Pradesh,2009,By Consuming Insecticides,Male,45-59,49,193089.19999999995,0.00025376872450660117
Uttar Pradesh,2009,By Consuming Insecticides,Male,60+,16,193089.19999999995,8.286325698174732e-05
Uttar Pradesh,2010,By Consuming Insecticides,Male,0-14,1,196450.59999999995,5.090338232614206e-06
Uttar Pradesh,2010,By Consuming Insecticides,Male,15-29,57,196450.59999999995,0.0002901492792590097
Uttar Pradesh,2010,By Consuming Insecticides,Male,30-44,52,196450.59999999995,0.0002646975880959387
Uttar Pradesh,2010,By Consuming Insecticides,Male,45-59,24,196450.59999999995,0.00012216811758274093
Uttar Pradesh,2010,By Consuming Insecticides,Male,60+,9,196450.59999999995,4.581304409352785e-05
Uttar Pradesh,2011,By Consuming Insecticides,Male,0-14,1,199811.99999999994,5.004704422156829e-06
Uttar Pradesh,2011,By Consuming Insecticides,Male,15-29,63,199811.99999999994,0.00031529637859588024
Uttar Pradesh,2011,By Consuming Insecticides,Male,30-44,62,199811.99999999994,0.0003102916741737234
Uttar Pradesh,2011,By Consuming Insecticides,Male,45-59,25,199811.99999999994,0.0001251176105539207
Uttar Pradesh,2011,By Consuming Insecticides,Male,60+,5,199811.99999999994,2.5023522110784146e-05
Uttar Pradesh,2012,By Consuming Insecticides,Male,0-14,1,203173.39999999994,4.921904146901122e-06
Uttar Pradesh,2012,By Consuming Insecticides,Male,15-29,63,203173.39999999994,0.00031007996125477066
Uttar Pradesh,2012,By Consuming Insecticides,Male,30-44,44,203173.39999999994,0.00021656378246364934
Uttar Pradesh,2012,By Consuming Insecticides,Male,45-59,30,203173.39999999994,0.00014765712440703365
Uttar Pradesh,2012,By Consuming Insecticides,Male,60+,3,203173.39999999994,1.4765712440703364e-05
West Bengal,2001,By Consuming Insecticides,Male,0-14,27,80176.0,0.0003367591299141888
West Bengal,2001,By Consuming Insecticides,Male,15-29,157,80176.0,0.001958191977649172
West Bengal,2001,By Consuming Insecticides,Male,30-44,202,80176.0,0.00251945719417282
West Bengal,2001,By Consuming Insecticides,Male,45-59,217,80176.0,0.0027065455996807025
West Bengal,2001,By Consuming Insecticides,Male,60+,79,80176.0,0.000985332269008182
West Bengal,2002,By Consuming Insecticides,Male,0-14,18,81286.0,0.00022144034643111976
West Bengal,2002,By Consuming Insecticides,Male,15-29,195,81286.0,0.0023989370863371304
West Bengal,2002,By Consuming Insecticides,Male,30-44,234,81286.0,0.0028787245036045565
West Bengal,2002,By Consuming Insecticides,Male,45-59,134,81286.0,0.0016485003567650025
West Bengal,2002,By Consuming Insecticides,Male,60+,56,81286.0,0.0006889255222301504
West Bengal,2003,By Consuming Insecticides,Male,0-14,14,82396.0,0.00016991116073595807
West Bengal,2003,By Consuming Insecticides,Male,15-29,190,82396.0,0.0023059371814165737
West Bengal,2003,By Consuming Insecticides,Male,30-44,310,82396.0,0.003762318559153357
West Bengal,2003,By Consuming Insecticides,Male,45-59,266,82396.0,0.003228312053983203
West Bengal,2003,By Consuming Insecticides,Male,60+,31,82396.0,0.0003762318559153357
West Bengal,2004,By Consuming Insecticides,Male,0-14,3,83506.0,3.5925562235048976e-05
West Bengal,2004,By Consuming Insecticides,Male,15-29,76,83506.0,0.0009101142432879075
West Bengal,2004,By Consuming Insecticides,Male,30-44,103,83506.0,0.0012334443034033482
West Bengal,2004,By Consuming Insecticides,Male,45-59,39,83506.0,0.0004670323090556367
West Bengal,2004,By Consuming Insecticides,Male,60+,21,83506.0,0.00025147893564534285
West Bengal,2005,By Consuming Insecticides,Male,0-14,13,84616.0,0.0001536352462891179
West Bengal,2005,By Consuming Insecticides,Male,15-29,191,84616.0,0.0022572563108631937
West Bengal,2005,By Consuming Insecticides,Male,30-44,213,84616.0,0.0025172544199678548
West Bengal,2005,By Consuming Insecticides,Male,45-59,94,84616.0,0.0011109010116290064
West Bengal,2005,By Consuming Insecticides,Male,60+,33,84616.0,0.0003899971636569916
West Bengal,2006,By Consuming Insecticides,Male,0-14,28,85726.0,0.00032662202832279587
West Bengal,2006,By Consuming Insecticides,Male,15-29,412,85726.0,0.0048060098453211395
West Bengal,2006,By Consuming Insecticides,Male,30-44,480,85726.0,0.005599234771247929
West Bengal,2006,By Consuming Insecticides,Male,45-59,403,85726.0,0.004701024193360241
West Bengal,2006,By Consuming Insecticides,Male,60+,81,85726.0,0.0009448708676480881
West Bengal,2007,By Consuming Insecticides,Male,0-14,28,86836.0,0.00032244691141922703
West Bengal,2007,By Consuming Insecticides,Male,15-29,534,86836.0,0.006149523239209544
West Bengal,2007,By Consuming Insecticides,Male,30-44,587,86836.0,0.006759869178681653
West Bengal,2007,By Consuming Insecticides,Male,45-59,409,86836.0,0.004710028098945138
West Bengal,2007,By Consuming Insecticides,Male,60+,108,86836.0,0.0012437238011884471
West Bengal,2008,By Consuming Insecticides,Male,0-14,46,87946.0,0.0005230482341436791
West Bengal,2008,By Consuming Insecticides,Male,15-29,420,87946.0,0.004775657790007505
West Bengal,2008,By Consuming Insecticides,Male,30-44,543,87946.0,0.006174243285652559
West Bengal,2008,By Consuming Insecticides,Male,45-59,255,87946.0,0.002899506515361699
West Bengal,2008,By Consuming Insecticides,Male,60+,38,87946.0,0.00043208332385782184
West Bengal,2009,By Consuming Insecticides,Male,0-14,20,89056.0,0.0002245777937477542
West Bengal,2009,By Consuming Insecticides,Male,15-29,205,89056.0,0.0023019223859144806
West Bengal,2009,By Consuming Insecticides,Male,30-44,402,89056.0,0.00451401365432986
West Bengal,2009,By Consuming Insecticides,Male,45-59,274,89056.0,0.0030767157743442327
West Bengal,2009,By Consuming Insecticides,Male,60+,27,89056.0,0.0003031800215594682
West Bengal,2010,By Consuming Insecticides,Male,0-14,59,90166.0,0.0006543486458310228
West Bengal,2010,By Consuming Insecticides,Male,15-29,382,90166.0,0.004236630215380521
West Bengal,2010,By Consuming Insecticides,Male,30-44,476,90166.0,0.005279151786704523
West Bengal,2010,By Consuming Insecticides,Male,45-59,313,90166.0,0.003471375019408646
West Bengal,2010,By Consuming Insecticides,Male,60+,45,90166.0,0.000499079475633831
West Bengal,2011,By Consuming Insecticides,Male,0-14,22,91276.0,0.00024102721416363558
West Bengal,2011,By Consuming Insecticides,Male,15-29,333,91276.0,0.0036482755598404837
West Bengal,2011,By Consuming Insecticides,Male,30-44,367,91276.0,0.004020772163547921
West Bengal,2011,By Consuming Insecticides,Male,45-59,192,91276.0,0.0021035102327008194
West Bengal,2011,By Consuming Insecticides,Male,60+,46,91276.0,0.000503965993251238
West Bengal,2012,By Consuming Insecticides,Male,0-14,14,92386.0,0.00015153811183512653
West Bengal,2012,By Consuming Insecticides,Male,15-29,288,92386.0,0.00311735544346546
West Bengal,2012,By Consuming Insecticides,Male,30-44,278,92386.0,0.0030091139350117983
West Bengal,2012,By Consuming Insecticides,Male,45-59,147,92386.0,0.0015911501742688287
West Bengal,2012,By Consuming Insecticides,Male,60+,53,92386.0,0.0005736799948044076
